1 	 1349359259.000000 	 1 	 -3480509.335698 	 16496013.791978 	 -20739758.264488 	 0.000270 	 0.441130 	 -3.116954 	 35.934624 	 23373919.968631 	 8.843752 	 5.596958 	 23292885.870694 	 4.496887 	 -557.619731 	 23373925.223025
1 	 1349359259.000000 	 3 	 4678666.482316 	 18620024.943869 	 -18526171.960702 	 -0.000362 	 0.452120 	 -2.699710 	 33.952770 	 23268451.464565 	 9.114024 	 5.474268 	 23377133.547885 	 5.396264 	 119.877645 	 23268461.282277
1 	 1349359259.000000 	 4 	 -657955.977977 	 26241585.951370 	 3686546.018045 	 -0.000106 	 1.253074 	 -1.065263 	 36.826550 	 20373582.718172 	 4.914589 	 2.554007 	 20405456.995854 	 3.897302 	 -229.245334 	 20373596.917857
1 	 1349359259.000000 	 8 	 -6197322.055852 	 24772578.612542 	 6539488.644982 	 -0.000088 	 1.272316 	 0.027110 	 35.899635 	 20197285.802312 	 4.833249 	 2.538378 	 20223702.121878 	 4.496887 	 135.200887 	 20197286.724245
1 	 1349359259.000000 	 9 	 8228130.897548 	 21180294.354964 	 13641590.350288 	 -0.000286 	 0.596066 	 -0.777966 	 35.170872 	 22391744.023145 	 8.088291 	 4.284784 	 22477354.752165 	 4.796679 	 -573.216749 	 22391753.001880
1 	 1349359259.000000 	 16 	 -14024629.087089 	 7241973.039002 	 21152628.328056 	 -0.000526 	 0.183744 	 0.518000 	 18.839354 	 24472247.191775 	 11.573637 	 12.600561 	 24629947.343149 	 50.065340 	 287.150320 	 24472274.923421
1 	 1349359259.000000 	 21 	 -11765725.205934 	 18162284.375244 	 -14267490.806324 	 0.000158 	 0.696919 	 2.690873 	 35.909035 	 21360190.593647 	 6.589143 	 3.756937 	 21312745.894133 	 4.496887 	 -432.378394 	 21360203.241000
1 	 1349359259.000000 	 27 	 -12457444.841588 	 16707576.047358 	 16010139.066522 	 0.000201 	 0.643609 	 0.482692 	 33.529644 	 21953423.715611 	 7.099867 	 4.012368 	 21893253.215747 	 5.696057 	 488.458008 	 21953434.517649
1 	 1349359259.000000 	 31 	 -25315644.071063 	 5935841.652577 	 -6648380.154664 	 -0.000196 	 0.212343 	 1.860852 	 11.587915 	 24759951.360911 	 9.959228 	 11.016303 	 24818787.810418 	 35.375510 	 106.869249 	 24759979.825676
2 	 1349359260.000000 	 1 	 -3482884.935720 	 16496986.404838 	 -20738535.157196 	 0.000270 	 0.441212 	 -3.117051 	 35.375305 	 23373355.783389 	 8.842660 	 5.572914 	 23292321.661529 	 4.796679 	 -557.676956 	 23373461.359685
2 	 1349359260.000000 	 3 	 4676700.060212 	 18618789.866936 	 -18527910.886774 	 -0.000362 	 0.452079 	 -2.699840 	 34.483242 	 23268568.704984 	 9.113180 	 5.451248 	 23377250.765360 	 5.096472 	 119.686263 	 23268674.768766
2 	 1349359260.000000 	 4 	 -658294.865525 	 26242016.505522 	 3683407.763489 	 -0.000106 	 1.253161 	 -1.065679 	 36.677635 	 20373357.886054 	 4.914712 	 2.543731 	 20405232.151979 	 3.897302 	 -228.899295 	 20373461.781758
2 	 1349359260.000000 	 8 	 -6197563.175373 	 24771716.738536 	 6542541.075920 	 -0.000088 	 1.272160 	 0.027169 	 36.359474 	 20197412.921805 	 4.834025 	 2.528588 	 20223829.233627 	 4.197094 	 135.473206 	 20197515.977367
2 	 1349359260.000000 	 9 	 8227773.427740 	 21182022.072494 	 13639133.282903 	 -0.000286 	 0.596172 	 -0.778063 	 35.217419 	 22391170.540161 	 8.087130 	 4.266655 	 22476781.248578 	 4.796679 	 -573.335288 	 22391273.444397
2 	 1349359260.000000 	 16 	 -14026696.641970 	 7240172.674198 	 21151928.067994 	 -0.000526 	 0.183688 	 0.518102 	 17.136986 	 24472552.709591 	 11.577655 	 12.565761 	 24630252.831023 	 50.065340 	 286.731958 	 24472654.529910
2 	 1349359260.000000 	 21 	 -11767555.235643 	 18163007.201261 	 -14265086.689258 	 0.000158 	 0.697005 	 2.690722 	 36.319305 	 21359761.601021 	 6.589325 	 3.741858 	 21312316.889255 	 4.197094 	 -432.462850 	 21359864.587859
2 	 1349359260.000000 	 27 	 -12457464.325762 	 16705479.156000 	 16012321.526225 	 0.000201 	 0.643477 	 0.482659 	 31.347702 	 21953910.587034 	 7.102958 	 3.998272 	 21893740.079003 	 7.494811 	 488.819010 	 21954017.149163
2 	 1349359260.000000 	 31 	 -25314995.166748 	 5935290.574923 	 -6651364.050460 	 -0.000196 	 0.212310 	 1.860975 	 15.782695 	 24760055.419060 	 9.962069 	 10.983237 	 24818891.837709 	 29.079868 	 107.184069 	 24760181.063170
3 	 1349359261.000000 	 1 	 -3485260.339657 	 16497959.107526 	 -20737311.616972 	 0.000270 	 0.441295 	 -3.117148 	 35.345154 	 23372796.068000 	 8.841138 	 5.575059 	 23291761.947976 	 4.796679 	 -557.736941 	 23372997.465828
3 	 1349359261.000000 	 3 	 4674733.384667 	 18617554.785068 	 -18529649.423962 	 -0.000362 	 0.452039 	 -2.699970 	 34.483246 	 23268682.622432 	 9.112903 	 5.454722 	 23377364.686926 	 5.096472 	 119.645296 	 23268888.229792
3 	 1349359261.000000 	 4 	 -658633.679722 	 26242446.686981 	 3680269.430083 	 -0.000106 	 1.253248 	 -1.066092 	 37.125637 	 20373133.042905 	 4.914251 	 2.545070 	 20405007.308105 	 3.897302 	 -228.775081 	 20373326.769987
3 	 1349359261.000000 	 8 	 -6197804.318595 	 24770854.492372 	 6545593.364291 	 -0.000088 	 1.272003 	 0.027232 	 36.952099 	 20197555.020662 	 4.833863 	 2.530109 	 20223971.335112 	 3.897302 	 135.598178 	 20197745.352328
3 	 1349359261.000000 	 9 	 8227416.077477 	 21183749.501227 	 13636675.923442 	 -0.000286 	 0.596279 	 -0.778159 	 34.822727 	 22390598.837270 	 8.085592 	 4.268364 	 22476209.544544 	 5.096472 	 -573.323905 	 22390793.973173
3 	 1349359261.000000 	 16 	 -14028764.230129 	 7238372.492289 	 21151227.349286 	 -0.000526 	 0.183632 	 0.518204 	 16.973803 	 24472836.602880 	 11.577161 	 12.576260 	 24630536.735159 	 50.065340 	 286.610317 	 24473034.094640
3 	 1349359261.000000 	 21 	 -11769384.953207 	 18163729.975031 	 -14262682.245616 	 0.000158 	 0.697092 	 2.690569 	 36.539616 	 21359330.496634 	 6.588287 	 3.743553 	 21311885.788170 	 4.197094 	 -432.333371 	 21359525.980480
3 	 1349359261.000000 	 27 	 -12457483.908445 	 16703381.989548 	 16014503.634208 	 0.000201 	 0.643344 	 0.482626 	 30.627983 	 21954402.840591 	 7.103390 	 4.001181 	 21894232.338739 	 8.094396 	 488.822384 	 21954599.852270
3 	 1349359261.000000 	 31 	 -25314345.955451 	 5934739.311820 	 -6654347.809047 	 -0.000196 	 0.212277 	 1.861099 	 16.542971 	 24760162.740204 	 9.961450 	 10.990907 	 24818999.165274 	 27.880699 	 107.099007 	 24760382.356791
